Location; Date; Temperature;
Gerona,28,2012-05-18
Islas Baleares,-19,2015-01-28
Cordoba,39,2016-12-10
Cordoba,1,2017-08-20
Las Palmas,3,2019-10-17
Islas Baleares,-19,2015-01-02
Ciudad Real,29,2017-09-19
Albacete,31,2021-03-10
Leon,20,2019-06-28
Guadalajara,-16,2018-06-29
Cadiz,29,2017-10-29
Alicante,15,2011-04-20
Navarra,32,2018-03-19
Cuenca,13,2010-12-18
Guipuzcoa,35,2015-08-03
Vizcaya,46,2011-06-26
Lerida,19,2013-11-04
La Coruna,45,2014-12-16
Orense,44,2021-10-16
Asturias,46,2017-09-06
Soria,-11,2011-01-30
La Rioja,43,2012-07-21
Albacete,-20,2017-06-18
Salamanca,11,2011-01-21
Leon,35,2010-10-06
Asturias,-18,2014-03-30
Zamora,-16,2020-10-06
Zaragoza,35,2014-12-28
Badajoz,18,2012-04-23
Caceres,20,2011-02-04
Valencia,37,2011-02-17
Orense,46,2019-01-22
Gerona,7,2014-02-22
Leon,7,2010-01-30
Cadiz,43,2021-08-12
Granada,-16,2020-05-28
Vizcaya,14,2019-07-20
Guadalajara,-6,2018-04-08
Jaen,20,2021-03-24
Murcia,15,2010-04-17
Pontevedra,15,2013-01-05
Vizcaya,20,2016-01-26
Avila,59,2014-03-27
Cadiz,-9,2013-02-06
Islas Baleares,39,2019-06-24
Salamanca,30,2014-02-14
Salamanca,26,2015-08-22
Almeria,9,2015-10-09
Santa Cruz de Tenerife,17,2013-06-10
Caceres,4,2013-02-01
Cordoba,27,2020-08-29
Jaen,14,2017-07-22
Vizcaya,41,2019-02-24
Cordoba,6,2014-10-25
Cadiz,10,2017-03-10
Islas Baleares,-14,2016-01-26
Soria,32,2016-05-17
Salamanca,12,2014-05-19
Pontevedra,-18,2015-04-13
Palencia,-10,2010-11-02
Albacete,-17,2013-05-06
Granada,34,2020-12-20
Avila,-3,2010-11-08
Cordoba,8,2010-12-08
Islas Baleares,45,2015-08-19
Santa Cruz de Tenerife,41,2014-01-23
Guadalajara,14,2016-06-27
Pontevedra,15,2021-06-24
Cantabria,-12,2013-08-11
Toledo,-13,2017-01-02
Pontevedra,3,2011-05-10
Valladolid,16,2020-07-22
Santa Cruz de Tenerife,24,2015-01-27
Cantabria,-11,2018-03-19
Barcelona,34,2021-11-22
Zamora,47,2020-11-13
Lugo,31,2019-11-23
Islas Baleares,43,2017-05-28
Valladolid,12,2015-03-24
Las Palmas,24,2012-05-19
Tarragona,1,2016-10-04
Cuenca,36,2019-11-01
Toledo,-11,2013-02-26
Santa Cruz de Tenerife,34,2019-10-02
Santa Cruz de Tenerife,-10,2016-06-25
Segovia,4,2018-12-13
Cordoba,21,2016-07-30
Barcelona,-2,2019-08-04
Gerona,-19,2020-06-28
Zaragoza,41,2020-06-25
Guipuzcoa,12,2021-07-29
Palencia,28,2012-06-24
Leon,-7,2011-02-07
Asturias,39,2018-04-06
Almeria,-2,2016-12-31
Avila,-11,2021-09-02
Alava,31,2016-02-05
Huelva,-3,2021-09-10
Madrid,34,2021-06-30
Asturias,49,2018-05-14
Salamanca,20,2019-01-22
Almeria,27,2021-09-18
Zaragoza,24,2016-08-25
Navarra,15,2015-05-12
Madrid,43,2010-09-30
Vizcaya,-12,2021-01-27
Cordoba,48,2013-02-09
Sevilla,27,2010-08-13
Gerona,47,2016-04-02
Palencia,31,2015-12-07
Vizcaya,18,2012-08-19
Alava,16,2014-02-09
Valencia,38,2013-09-30
La Rioja,-13,2018-06-15
Leon,14,2013-11-16
Guipuzcoa,-10,2011-05-30
Granada,43,2018-02-09
Tarragona,30,2014-06-09
Sevilla,-13,2018-09-25
Murcia,-9,2019-04-17
Zamora,25,2011-01-20
Guadalajara,39,2015-01-31
Huelva,40,2018-08-01
Cordoba,2,2012-03-06
Gerona,26,2016-08-13
Cuenca,31,2010-05-22
Cantabria,34,2014-03-31
Guadalajara,-16,2018-01-18
Huelva,-4,2019-03-22
Murcia,32,2014-08-01
Soria,39,2010-01-30
Segovia,-3,2020-09-17
La Rioja,-4,2011-06-13
La Rioja,27,2017-03-16
Caceres,3,2014-05-11
Salamanca,0,2011-08-19
Granada,21,2015-08-05
La Rioja,13,2010-11-21
Jaen,-5,2019-07-24
Cordoba,-9,2012-04-08
Alava,20,2016-10-13
Albacete,49,2019-09-24
Malaga,-2,2010-03-31
Asturias,31,2012-05-20
Lerida,-13,2021-08-12
Teruel,15,2010-05-17
Palencia,-8,2010-10-26
Almeria,43,2011-06-26
Barcelona,15,2015-12-04
Granada,-20,2015-11-02
Navarra,21,2019-07-15
Asturias,-16,2014-10-04
Las Palmas,22,2013-07-11
Jaen,23,2019-02-08
Castellon,18,2013-08-12
Castellon,48,2021-10-20
Badajoz,-19,2011-01-16
Pontevedra,21,2015-10-28
Cuenca,3,2011-02-05
Caceres,27,2020-05-02
Albacete,35,2010-12-31
Murcia,21,2012-07-13
Vizcaya,33,2015-05-13
Guadalajara,-17,2020-05-19
Cuenca,4,2020-05-08
Lugo,-17,2021-02-22
Sevilla,37,2011-03-29
Palencia,-12,2014-03-05
Zamora,-18,2012-08-08
Alava,0,2016-03-06
Pontevedra,8,2015-02-15
Castellon,2,2011-09-21
Salamanca,16,2010-11-14
Barcelona,29,2018-07-13
Navarra,19,2019-07-30
Cordoba,-18,2013-07-01
Madrid,-8,2011-06-09
Segovia,33,2010-06-28
Malaga,-2,2021-04-06
Castellon,11,2016-12-11
Cantabria,-6,2012-03-02
Pontevedra,65,2011-11-09
Islas Baleares,-1,2011-04-11
Guadalajara,2,2018-06-08
Jaen,27,2014-09-28
Santa Cruz de Tenerife,17,2013-08-05
Zamora,-3,2017-03-06
Las Palmas,-5,2012-05-10
Vizcaya,33,2018-12-21
Malaga,-4,2015-09-28
Badajoz,26,2018-01-14
Alicante,20,2012-12-26
Valladolid,19,2010-09-21
Leon,6,2020-05-13
Orense,-20,2010-08-31
Gerona,-15,2014-10-01
Teruel,30,2020-04-08
Avila,47,2011-11-06
Lugo,-4,2010-01-24
Gerona,11,2016-05-31
Lugo,40,2010-10-04
Gerona,8,2018-07-10
Lerida,25,2020-10-27
Ciudad Real,-12,2012-05-10
Salamanca,-5,2020-11-27
Almeria,-1,2020-05-24
Islas Baleares,23,2012-01-30
Vizcaya,11,2016-10-19
Zamora,10,2014-06-21
Sevilla,14,2021-05-11
Las Palmas,19,2013-10-25
Valladolid,26,2018-06-20
Asturias,7,2015-09-10
Cantabria,21,2017-04-15
Sevilla,31,2010-12-13
Santa Cruz de Tenerife,24,2017-11-16
Zaragoza,21,2019-02-01
Murcia,37,2010-06-01
Alicante,21,2017-02-11
Barcelona,30,2013-06-06
Las Palmas,24,2016-12-23
Alava,20,2020-06-04
Jaen,8,2016-12-28
Valencia,18,2012-10-26
La Rioja,-5,2019-09-29
Orense,36,2014-12-01
Avila,11,2021-07-20
Barcelona,34,2021-06-24
Almeria,5,2013-01-09
Avila,2,2019-08-11
Cantabria,45,2011-04-15
Toledo,-16,2011-06-02
Albacete,2,2010-05-13
Zamora,35,2020-10-26
Ciudad Real,6,2021-06-03
Huelva,39,2020-12-04
Navarra,20,2011-12-23
Zamora,47,2016-12-06
Burgos,17,2015-06-27
Tarragona,35,2016-03-11
Navarra,34,2020-03-18
Tarragona,43,2010-10-27
Cadiz,49,2015-12-01
Navarra,-20,2019-10-14
Albacete,43,2016-08-08
Pontevedra,16,2016-04-25
Teruel,44,2018-08-31
Huelva,35,2015-02-13
Barcelona,29,2012-10-07
Alicante,-17,2017-10-04
Granada,11,2014-03-07
Alava,34,2021-01-30
La Coruna,-17,2021-04-14
Palencia,38,2012-09-15
Huesca,42,2013-03-20
Lugo,-18,2014-09-26
Palencia,9,2017-06-11
Huelva,29,2017-12-03
Ciudad Real,19,2020-06-26
Orense,13,2013-04-14
Leon,-16,2019-01-01
Leon,-17,2017-05-12
Toledo,16,2016-10-05
Cuenca,-20,2010-06-23
Zaragoza,39,2015-12-10
Huesca,-20,2019-07-09
Zamora,4,2018-01-08
Asturias,-20,2016-06-20
Barcelona,-4,2013-03-21
Huelva,4,2011-06-28
Caceres,-5,2014-09-06
Cantabria,7,2017-11-17
Valencia,35,2011-02-08
Tarragona,-11,2011-06-08
Jaen,32,2012-04-14
Teruel,-20,2017-04-16
Madrid,24,2015-11-22
Gerona,35,2013-09-22
Almeria,18,2011-10-18
Segovia,-8,2018-10-17
Las Palmas,34,2012-02-09
Lerida,47,2010-04-21
Valladolid,21,2015-02-05
Jaen,-20,2016-04-06
Soria,-14,2012-01-29
La Rioja,48,2021-10-09
Albacete,12,2015-06-16
Salamanca,-17,2012-01-09
Murcia,13,2013-08-03
Avila,22,2014-10-22
Pontevedra,49,2015-07-23
Huelva,-12,2012-11-09
Soria,41,2013-11-16
Vizcaya,46,2012-02-05
Almeria,10,2017-09-13
Alicante,13,2019-02-04
Huelva,21,2017-07-09
Lugo,-9,2018-07-17
Murcia,42,2013-12-30
Barcelona,6,2021-11-01
Islas Baleares,-7,2013-05-14
Segovia,-16,2011-04-05
Toledo,43,2013-09-27
Jaen,31,2014-12-24
Leon,25,2017-01-28
Soria,24,2016-02-29
Barcelona,-19,2018-06-05
Gerona,26,2020-05-24
Malaga,45,2016-11-18
Valladolid,25,2011-06-10
Toledo,27,2016-12-05
Zamora,-13,2014-07-14
Sevilla,40,2015-06-15
Tarragona,22,2011-08-03
Las Palmas,24,2010-12-28
Guadalajara,7,2012-01-13
Caceres,13,2010-06-28
Cantabria,-10,2016-01-17
Madrid,-20,2018-08-04
Alava,-8,2019-06-21
Albacete,42,2013-07-29
Tarragona,40,2014-02-23
Navarra,-15,2011-09-25
Huelva,17,2017-03-29
Badajoz,29,2017-07-22
Huesca,14,2019-02-12
Guipuzcoa,25,2013-01-31
Valladolid,17,2013-02-08
Leon,-10,2013-04-27
Albacete,16,2012-12-19
Huesca,42,2010-06-10
Toledo,35,2016-11-27
Caceres,0,2016-04-04
Guipuzcoa,-18,2015-12-06
Guadalajara,0,2020-09-06
Islas Baleares,-13,2013-08-22
Albacete,36,2011-01-24
Alicante,-43,2019-12-20
Avila,-16,2010-10-22
Tarragona,38,2020-01-16
Badajoz,44,2015-11-30
Granada,-19,2016-02-29
Almeria,13,2012-07-03
Lerida,-10,2018-01-21
Asturias,48,2013-08-28
Asturias,20,2015-05-18
Las Palmas,-17,2011-07-24
Zamora,41,2010-11-03
Soria,35,2019-07-02
Zamora,11,2011-10-11
Sevilla,19,2012-08-14
Cadiz,-18,2018-04-10
Sevilla,14,2014-04-09
Palencia,-1,2013-06-24
Segovia,21,2020-03-31
Valladolid,-3,2014-05-16
Lugo,1,2019-08-03
Toledo,26,2014-06-21
Salamanca,5,2020-06-16
Barcelona,38,2019-07-06
Huesca,49,2019-06-14
Guadalajara,-3,2010-06-10
Zaragoza,21,2010-11-23
Zamora,37,2016-02-04
Huelva,-14,2011-09-01
Zaragoza,42,2020-12-06
Zamora,21,2021-01-13
Ciudad Real,-3,2015-09-04
Cuenca,47,2018-02-04
Albacete,12,2018-10-09
Segovia,3,2019-06-08
Lugo,-19,2013-01-23
Alava,-16,2014-10-16
Huelva,1,2019-09-30
Soria,-9,2013-04-08
Navarra,-20,2012-04-06
Alicante,1,2013-07-27
Toledo,-10,2018-04-13
Castellon,4,2014-10-20
Las Palmas,27,2012-02-08
Murcia,-5,2016-02-15
Ciudad Real,40,2019-12-18
Burgos,42,2015-07-11
Lugo,18,2014-09-29
Leon,40,2017-10-15
Alicante,-19,2016-12-13
Alava,-6,2011-07-25
Cordoba,-19,2021-05-03
Zaragoza,-14,2010-10-07
Cuenca,-10,2019-03-27
Valladolid,3,2012-04-19
Vizcaya,5,2020-11-06
Sevilla,-16,2013-08-21
Navarra,13,2015-01-17
Barcelona,9,2013-09-04
Leon,-8,2014-08-22
Sevilla,43,2020-10-04
Cordoba,-2,2021-06-04
Badajoz,0,2021-08-22
Albacete,36,2016-06-27
Alicante,-20,2018-09-24
Santa Cruz de Tenerife,42,2014-10-21
Pontevedra,20,2011-09-01
Zaragoza,2,2013-09-01
Caceres,31,2012-02-24
Guadalajara,33,2019-07-10
Guadalajara,35,2018-08-26
Navarra,24,2016-11-23
Leon,-4,2011-05-11
Palencia,41,2020-04-19
Valencia,37,2014-01-30
Gerona,23,2016-06-02
Toledo,24,2014-03-19
Segovia,21,2016-06-22
Madrid,36,2019-02-02
Zamora,45,2015-11-02
Leon,1,2021-04-29
Vizcaya,21,2019-09-22
Burgos,12,2015-04-29
Cuenca,27,2015-07-07
Barcelona,47,2010-09-24
Malaga,-6,2019-11-30
Sevilla,40,2011-02-03
Huesca,41,2019-05-29
Huesca,41,2021-09-15
Barcelona,12,2015-07-20
Alava,12,2012-06-19
La Coruna,43,2020-04-20
Almeria,-1,2019-03-06
Burgos,41,2017-01-08
Madrid,-20,2019-02-14
Cuenca,38,2013-02-10
Huelva,15,2017-06-26
La Coruna,2,2014-07-12
Tarragona,36,2013-01-19
Cordoba,-1,2014-01-05
Santa Cruz de Tenerife,-11,2011-01-16
Huesca,-19,2020-12-22
Almeria,11,2015-04-30
Santa Cruz de Tenerife,17,2019-10-16
Valencia,-2,2015-10-15
Zamora,37,2020-10-14
La Rioja,0,2012-03-27
Madrid,38,2010-03-04
Sevilla,38,2018-12-06
Madrid,13,2020-09-05
Guipuzcoa,48,2018-11-01
Burgos,-8,2020-04-02
Cordoba,-7,2016-10-19
Cuenca,13,2015-06-22
Ciudad Real,-14,2020-07-25
La Coruna,38,2014-02-28
Salamanca,33,2017-02-15
Zaragoza,32,2021-01-25
Islas Baleares,4,2017-04-27
Islas Baleares,-10,2012-07-10
Islas Baleares,3,2010-07-18
Jaen,44,2011-03-17
Cuenca,1,2019-07-26
Navarra,37,2012-09-16
Barcelona,-16,2014-06-19
Cuenca,41,2012-12-09
Orense,22,2011-01-12
Lerida,-1,2018-11-23
Teruel,41,2021-05-22
Leon,44,2015-12-11
Lugo,-18,2012-02-13
Caceres,18,2010-11-27
Valencia,34,2011-08-05
La Rioja,3,2013-08-14
Alicante,5,2020-10-14
Huelva,-8,2020-06-14
Tarragona,0,2019-06-03
Lugo,35,2010-02-23
Madrid,38,2013-02-16
Lerida,0,2011-01-18
Guadalajara,25,2017-02-06
Islas Baleares,-16,2010-10-12
Castellon,41,2018-12-01
Gerona,13,2013-05-10
La Rioja,-2,2010-12-12
Madrid,-20,2021-06-15
Santa Cruz de Tenerife,13,2012-11-01
Castellon,34,2016-04-21
Avila,23,2011-09-10
Soria,25,2014-01-14
Vizcaya,4,2019-11-06
Zamora,-8,2017-12-31
Soria,17,2021-08-07
Murcia,-15,2014-06-22
Guadalajara,13,2015-05-23
Sevilla,44,2020-10-23
Albacete,-14,2017-12-03
Asturias,46,2013-02-12
Las Palmas,24,2018-09-23
Orense,19,2016-07-15
Valencia,22,2019-06-07
Cordoba,19,2020-04-10
Teruel,-6,2013-10-23
Alicante,49,2020-11-12
Palencia,-17,2020-07-12
Cantabria,12,2015-07-13
Almeria,43,2016-04-23
Valencia,9,2015-03-13
Valladolid,22,2017-07-22
Granada,25,2011-10-05
Cantabria,2,2016-08-25
Sevilla,-16,2017-10-11
Zaragoza,4,2015-08-25
Asturias,24,2017-12-13
Teruel,37,2013-06-11
Alicante,2,2018-12-09
Soria,10,2013-04-15
Lerida,46,2012-08-25
Palencia,-11,2021-09-10
Zamora,0,2017-06-08
Huelva,-4,2014-05-10
Vizcaya,-4,2019-05-14
Alava,-1,2017-12-26
Valencia,31,2018-11-25
Lugo,11,2017-04-14
Barcelona,39,2021-11-18
Vizcaya,23,2013-08-30
Sevilla,-15,2012-06-08
Alicante,-9,2011-10-02
Huelva,38,2014-11-28
Lerida,20,2014-07-09
Asturias,26,2011-07-15
Cuenca,44,2012-10-16
Santa Cruz de Tenerife,-14,2012-04-02
Tarragona,46,2021-10-20
Pontevedra,17,2018-03-12
Zamora,33,2014-08-02
Lerida,-11,2015-05-12
Zaragoza,19,2015-07-10
Teruel,44,2013-07-15
Cordoba,8,2011-12-31
Badajoz,16,2014-02-03
Huesca,39,2011-07-29
Valladolid,-4,2010-12-16
Teruel,31,2014-10-22
Salamanca,-18,2017-09-27
Asturias,15,2015-10-20
Malaga,43,2010-07-09
Navarra,-3,2016-04-25
Jaen,-2,2012-01-29
Jaen,41,2017-10-26
Santa Cruz de Tenerife,-10,2015-09-29
Zamora,40,2014-12-21
Valladolid,22,2013-11-25
Burgos,-1,2014-02-16
Sevilla,14,2021-12-20
Valencia,17,2017-08-08
Toledo,15,2012-09-15
Valencia,23,2019-12-05
Leon,-7,2015-03-09
Vizcaya,32,2015-07-03
Zaragoza,45,2010-03-06
Tarragona,4,2010-07-03
Alicante,-14,2014-10-21
Caceres,7,2013-09-22
Barcelona,43,2021-05-19
Granada,35,2021-12-16
Huesca,-8,2013-11-03
Santa Cruz de Tenerife,36,2010-08-18
Huelva,33,2021-01-27
Gerona,40,2018-09-13
Castellon,27,2018-03-12
Guadalajara,38,2012-08-21
Murcia,7,2011-02-03
Asturias,15,2012-08-25
Santa Cruz de Tenerife,28,2015-03-11
Granada,42,2011-04-21
Teruel,19,2018-06-09
Ciudad Real,12,2018-12-01
Orense,4,2015-06-27
Sevilla,38,2018-05-23
Avila,45,2021-04-01
Pontevedra,40,2020-05-02
Leon,19,2011-03-01
Albacete,-10,2014-10-31
Cantabria,24,2011-11-05
Granada,-20,2020-08-09
Valladolid,24,2019-04-25
Ciudad Real,-2,2015-10-30
Santa Cruz de Tenerife,15,2013-06-26
Lerida,-16,2012-08-27
Burgos,20,2017-06-27
Avila,21,2010-02-21
Caceres,-6,2018-05-21
Santa Cruz de Tenerife,-13,2021-09-15
Avila,10,2013-01-16
Ciudad Real,-18,2016-08-31
Segovia,-6,2013-05-18
Teruel,-13,2021-01-22
Malaga,24,2016-02-12
Palencia,18,2019-10-18
Valencia,5,2011-11-19
Badajoz,5,2013-07-17
La Coruna,7,2020-10-11
Cordoba,-12,2012-08-31
Cordoba,33,2011-02-21
Cantabria,47,2013-02-22
Ciudad Real,43,2012-05-28
Cuenca,33,2012-06-05
Cordoba,-6,2011-07-10
Valencia,-18,2012-05-25
La Rioja,-3,2016-04-22
Guadalajara,47,2012-05-04
Islas Baleares,6,2016-10-24
Tarragona,13,2019-04-23
Albacete,25,2019-11-12
Cantabria,20,2017-02-22
Gerona,-12,2016-10-30
Malaga,1,2016-02-28
Huesca,15,2021-02-02
Navarra,-12,2010-05-18
Alava,48,2010-05-16
Orense,-10,2013-07-09
Soria,25,2017-03-28
Palencia,26,2021-06-03
Navarra,3,2012-03-20
Huelva,20,2021-06-04
Murcia,11,2013-02-13
Santa Cruz de Tenerife,19,2020-10-20
Gerona,38,2015-02-10
Granada,42,2012-10-13
Soria,28,2019-03-29
Santa Cruz de Tenerife,44,2019-06-29
Caceres,-20,2021-04-08
Santa Cruz de Tenerife,14,2019-06-04
Lerida,-19,2015-10-30
Orense,-5,2019-12-26
Cadiz,-4,2011-11-08
Cantabria,8,2015-10-17
Las Palmas,31,2020-02-29
Salamanca,47,2017-01-19
Sevilla,16,2021-01-15
Lerida,16,2017-02-13
Ciudad Real,28,2018-04-13
Gerona,5,2012-06-03
Pontevedra,17,2018-09-29
Cadiz,26,2010-06-16
Granada,40,2021-07-05
Leon,-8,2021-12-25
Salamanca,28,2019-02-14
Leon,17,2015-03-12
Teruel,24,2021-06-23
Madrid,30,2013-07-23
Caceres,16,2019-11-14
Toledo,-2,2015-06-30
Tarragona,39,2012-10-08
Castellon,43,2012-06-26
Gerona,38,2018-04-02
Badajoz,32,2019-11-18
Cantabria,-7,2015-10-25
Cantabria,42,2019-03-17
Navarra,7,2017-05-11
Navarra,-13,2021-02-22
Tarragona,-17,2014-06-02
Malaga,-2,2010-03-10
Leon,4,2013-04-15
Murcia,41,2015-06-20
Santa Cruz de Tenerife,14,2017-02-05
Lerida,39,2013-07-09
La Coruna,31,2016-07-30
Asturias,6,2011-10-25
Gerona,41,2018-11-23
Zaragoza,-12,2020-11-16
Islas Baleares,14,2010-03-26
Navarra,-10,2020-02-24
Cuenca,-13,2017-01-10
Huesca,-15,2011-03-19
Leon,-14,2010-03-20
Albacete,25,2013-06-17
Navarra,18,2019-12-23
Teruel,-17,2010-04-06
Islas Baleares,-15,2017-01-16
Huelva,-20,2017-03-21
La Rioja,-4,2015-05-06
Burgos,14,2016-03-10
Gerona,-11,2014-12-16
Barcelona,-18,2014-11-29
La Rioja,25,2015-06-29
Vizcaya,-6,2019-12-25
Tarragona,16,2018-10-24
Islas Baleares,17,2018-07-14
Palencia,38,2014-06-11
Lugo,2,2011-04-23
Soria,42,2018-11-18
Albacete,44,2014-03-11
Soria,36,2010-05-18
Soria,12,2010-01-20
Pontevedra,13,2014-05-02
Teruel,-11,2010-02-01
Valencia,6,2013-03-02
Huelva,16,2019-02-24
Malaga,-5,2020-12-15
Alicante,5,2013-01-11
Avila,11,2015-02-09
Guipuzcoa,0,2012-09-22
Cuenca,26,2012-04-21
Madrid,-10,2011-08-29
Islas Baleares,17,2010-09-14
Almeria,-12,2010-07-19
Alicante,-13,2019-03-24
Zaragoza,20,2013-03-01
Cordoba,7,2016-10-25
Huesca,29,2017-09-03
Islas Baleares,-4,2012-03-09
Huesca,14,2013-04-06
Albacete,47,2013-07-15
Castellon,32,2012-01-17
Palencia,36,2012-04-03
Orense,37,2015-04-14
Barcelona,-10,2021-02-06
Cantabria,32,2011-05-12
Tarragona,13,2015-12-10
Lerida,41,2017-12-25
Alava,14,2012-09-24
Zaragoza,5,2017-05-06
Las Palmas,24,2020-03-19
Pontevedra,32,2012-05-15
La Coruna,-8,2013-08-01
Malaga,-9,2011-03-10
Cordoba,-13,2020-04-26
Zaragoza,45,2018-05-05
Huelva,18,2015-03-12
Zaragoza,22,2017-06-01
Pontevedra,15,2021-05-14
Las Palmas,18,2013-09-06
Castellon,41,2012-04-09
Castellon,-11,2017-11-07
Gerona,32,2011-08-10
Almeria,4,2015-11-07
Cantabria,-9,2015-07-28
Cantabria,31,2013-12-22
Barcelona,20,2020-02-04
Almeria,34,2013-10-20
Huesca,10,2015-07-26
Almeria,-19,2012-11-23
La Rioja,46,2011-02-01
Guipuzcoa,29,2016-08-13
Cantabria,23,2010-08-23
Soria,-3,2012-06-04
Jaen,24,2018-04-23
Albacete,29,2019-01-29
Murcia,16,2015-03-05
Jaen,30,2015-06-08
La Coruna,48,2019-04-20
Pontevedra,35,2014-07-31
Caceres,47,2016-07-24
Guadalajara,11,2014-05-12
Teruel,29,2011-07-08
Salamanca,-2,2011-02-27
Barcelona,16,2013-08-06
Valladolid,44,2013-01-10
Huesca,19,2011-05-11
Cordoba,0,2015-02-26
Madrid,-8,2012-10-09
Leon,45,2017-05-20
Soria,34,2010-11-02
Burgos,24,2020-08-14
Barcelona,0,2012-08-26
Burgos,38,2017-10-20
La Rioja,26,2017-09-26
Asturias,11,2017-06-21
Leon,45,2014-06-24
Albacete,-4,2014-11-17
Badajoz,27,2020-05-29
Zaragoza,11,2020-08-20
La Rioja,-11,2016-08-22
Jaen,22,2012-09-23
Alicante,48,2020-07-16
Salamanca,37,2010-06-03
Cordoba,-12,2020-01-26
Gerona,36,2021-08-15
Ciudad Real,-5,2014-03-01
Toledo,-19,2014-10-08
Valladolid,18,2012-05-02
Almeria,-19,2019-06-24
Cordoba,13,2020-04-06
Barcelona,43,2015-06-26
Cantabria,44,2015-03-06
Navarra,-16,2021-12-20
Caceres,33,2020-02-07
La Coruna,26,2016-04-22
Almeria,47,2017-09-23
Palencia,18,2020-05-31
Pontevedra,-5,2017-01-22
Segovia,10,2016-10-17
Cuenca,21,2020-07-27
La Rioja,6,2016-11-11
Ciudad Real,-11,2021-02-04
Teruel,9,2010-09-17
Pontevedra,5,2016-11-10
Albacete,4,2018-06-11
Guadalajara,19,2020-07-28
Lugo,49,2011-12-19
Islas Baleares,-7,2018-01-31
Murcia,-4,2010-09-19
Albacete,-4,2018-01-26
La Rioja,-11,2013-07-18
Guadalajara,40,2011-11-30
Islas Baleares,45,2013-02-12
Alicante,47,2012-05-07
Valladolid,41,2021-09-19
Guadalajara,-9,2016-06-10
Castellon,32,2013-01-19
Jaen,-19,2020-07-19
Palencia,35,2013-05-11
Cantabria,5,2011-09-01
Almeria,15,2010-04-22
Zamora,29,2020-05-06
Huelva,19,2019-04-03
Cordoba,44,2010-02-17
Burgos,-8,2017-09-20
Cantabria,-2,2018-10-20
Cordoba,-3,2015-10-26
Huelva,-3,2019-08-16
Cantabria,-15,2017-05-19
Tarragona,5,2019-09-08
Jaen,-66,2019-04-29
Gerona,-17,2013-06-30
Lerida,29,2011-12-18
Valencia,-16,2015-12-18
Burgos,39,2017-09-22
Zamora,-12,2012-02-25
Pontevedra,37,2012-10-23
Valladolid,20,2010-07-06
Badajoz,34,2015-02-12
Cadiz,37,2019-01-22
Gerona,-10,2019-01-23
Navarra,6,2014-03-23
Albacete,48,2019-10-24
Cordoba,15,2013-07-31
Cadiz,45,2019-08-09
Islas Baleares,44,2021-06-02
Lerida,43,2015-10-29
Soria,40,2012-11-19
Valladolid,-5,2017-01-27
Pontevedra,21,2019-10-25
Avila,42,2012-09-04
Alava,25,2017-03-07
Toledo,17,2020-02-07
Leon,7,2018-11-08
Murcia,15,2015-08-07
Vizcaya,41,2010-11-12
Lugo,36,2011-06-30
Malaga,16,2014-05-02
Palencia,0,2010-10-27
Alava,2,2014-08-09
Las Palmas,20,2021-01-15
Valladolid,-12,2012-10-30
Albacete,-20,2018-11-04
Huelva,48,2018-03-11
Cadiz,-20,2013-04-12
Palencia,53,2012-03-21
Toledo,26,2018-02-20
Asturias,13,2018-06-09
Madrid,7,2010-12-11
Salamanca,46,2011-07-13
Cantabria,21,2020-08-02
Lerida,2,2017-02-10
Vizcaya,30,2012-10-21
Orense,32,2021-06-20
Ciudad Real,-14,2010-02-15
Alava,20,2012-05-29
Murcia,26,2011-12-22
Badajoz,47,2015-01-23
Asturias,38,2021-04-29
Barcelona,17,2011-09-02
Valencia,45,2010-03-03
La Rioja,20,2020-03-16
Cantabria,10,2018-06-06
Huelva,26,2015-06-27
Cadiz,10,2020-06-07
La Coruna,6,2012-07-21
Ciudad Real,30,2018-11-01
Segovia,-11,2010-12-31
Avila,-11,2011-04-11
Madrid,4,2018-02-18
Palencia,48,2020-12-21
Valencia,5,2018-08-24
Asturias,25,2014-12-23
Orense,46,2013-06-05
Pontevedra,17,2011-09-14
Gerona,-19,2010-01-28
Las Palmas,20,2014-08-26
Cantabria,-15,2014-05-11
Toledo,13,2019-01-24
Lerida,33,2021-04-17
Barcelona,14,2021-06-28
Navarra,48,2010-01-07
Lerida,18,2014-05-16
Albacete,24,2010-03-24
Caceres,19,2015-05-25
La Rioja,8,2013-03-05
Malaga,23,2010-07-25
Guadalajara,-7,2011-10-28
Segovia,-8,2013-07-24
Burgos,32,2010-05-10
Cordoba,32,2013-09-07
Ciudad Real,23,2018-07-02
Gerona,13,2015-05-20
La Rioja,84,2013-03-04
Murcia,18,2014-04-21
Soria,26,2017-11-19
La Rioja,-12,2018-11-03
Lugo,-14,2015-03-21
Santa Cruz de Tenerife,-17,2021-11-17
Badajoz,-10,2011-09-02
Las Palmas,30,2019-12-15
Vizcaya,26,2010-03-09
Orense,-20,2010-02-16
Murcia,34,2020-05-08
Almeria,46,2018-02-24
Granada,29,2018-05-13
Alicante,39,2017-01-15
Malaga,14,2018-04-03
Malaga,22,2021-05-01
Guadalajara,13,2012-12-10
Caceres,2,2017-06-06
Cordoba,40,2015-10-28
Jaen,-9,2011-03-08
Cadiz,4,2014-03-25
Jaen,4,2011-01-18
Gerona,-5,2021-12-26
Murcia,35,2021-03-08
Albacete,48,2011-10-17
Cadiz,34,2010-09-28
Alava,5,2012-01-30
